0,1
0.054669701,0.997011224
0.082004551,0.993275254
0.104783594,0.989020398
0.125086659,0.984353328
0.143742008,0.979338235
0.161186785,0.97401882
0.177687564,0.96842713
0.19342218,0.96258786
0.208516814,0.956520738
0.223065095,0.950241964
0.237138957,0.943765115
0.250795195,0.93710177
0.26407963,0.930261949
0.277029935,0.923254415
0.28967756,0.916086911
0.302049084,0.908766351
0.314167256,0.901298935
0.326051716,0.893690279
0.337719591,0.885945478
0.349185923,0.878069191
0.360463994,0.870065709
0.371565634,0.86193898
0.382501434,0.853692653
0.39328091,0.845330126
0.403912671,0.836854554
0.414404516,0.828268897
0.424763546,0.81957593
0.434996276,0.81077824
0.44510865,0.80187829
0.45510616,0.792878383
0.464993861,0.78378071
0.474776459,0.774587314
0.484458278,0.765300177
0.494043355,0.755921164
0.50353545,0.746452051
0.512938099,0.736894507
0.522254575,0.727250159
0.531487954,0.717520555
0.540641148,0.707707149
0.549716859,0.697811375
0.558717662,0.687834574
0.567645964,0.677778059
0.576504075,0.667643051
0.585294139,0.657430771
0.594018196,0.647142382
0.602678211,0.636778974
0.611276008,0.626341643
0.619813347,0.615831415
0.628291892,0.605249298
0.636713246,0.594596243
0.645078914,0.583873195
0.653390337,0.573081068
0.661648906,0.562220725
0.66985595,0.551293006
0.678012718,0.540298754
0.686120442,0.529238739
0.694180263,0.518113763
0.702193304,0.506924564
0.710160626,0.495671886
0.718083276,0.484356409
0.72596222,0.472978855
0.733798416,0.461539885
0.74159277,0.450040163
0.749346173,0.438480313
0.757059481,0.426860943
0.764733495,0.415182682
0.772369013,0.403446109
0.779966796,0.391651797
0.787527574,0.37980032
0.795052065,0.367892213
0.802540957,0.355928012
0.809994908,0.343908249
0.817414576,0.331833412
0.824800569,0.319704022
0.832153496,0.307520559
0.839473938,0.295283508
0.846762481,0.282993301
0.854019656,0.270650428
0.861246004,0.25825532
0.86844204,0.245808424
0.875608265,0.233310166
0.882745166,0.220760973
0.889853219,0.208161249
0.896932887,0.195511397
0.903984616,0.182811815
0.911008849,0.170062877
0.918006003,0.157264978
0.924976494,0.144418485
0.931920723,0.131523767
0.938839079,0.118581185
0.945731945,0.105591088
0.952599697,0.092553817
0.959442693,0.079469719
0.966261288,0.066339124
0.973055825,0.053162361
0.979826641,0.039939754
0.986574063,0.026671618
0.993298412,0.013358265
1,0
